# BEEF ########################################################################################################################
# BEEF This line shows the Bayesian error estimations and the current threshold criterion.
# BEEF 
# BEEF nstep ............ MD time step or input structure counter
# BEEF bee_energy ....... BEE of energy per atom (eV atom^-1)
# BEEF bee_max_force .... BEE of forces (max) (eV Angst^-1)
# BEEF bee_ave_force .... BEE of forces (average) (kB)
# BEEF threshold ........ Current value of threshold criterion (eV Angst^-1)
# BEEF bee_max_stress ... BEE of stresses (max) (kB)
# BEEF bee_ave_stress ... BEE of stresses (average) (kB)
# BEEF ########################################################################################################################
# BEEF              nstep       bee_energy    bee_max_force    bee_ave_force        threshold   bee_max_stress   bee_ave_stress
# BEEF                  2                3                4                5                6                7                8
# BEEF ########################################################################################################################
BEEF                    1   1.00000000E-06   3.46410162E-02   2.00000000E-02   2.00000000E-03   0.00000000E+00   0.00000000E+00
BEEF                    2   1.85705314E-06   1.40325410E-02   6.08338710E-03   2.00000000E-03   4.55779897E-01   3.43755707E-01
BEEF                    3   2.21108139E-06   4.12474717E-03   2.07421603E-03   2.00000000E-03   7.73101431E-02   5.54601638E-02
BEEF                    4   4.12195466E-06   6.00524833E-03   2.99038637E-03   2.00000000E-03   1.04659488E-01   8.33159730E-02
BEEF                    5   6.53045934E-06   8.32097706E-03   4.07973229E-03   2.00000000E-03   1.60964269E-01   1.19360597E-01
BEEF                    6   8.35116131E-06   1.00272642E-02   4.93350234E-03   2.00000000E-03   2.10307393E-01   1.48516267E-01
BEEF                    7   9.14840959E-06   1.01228306E-02   5.08062311E-03   2.00000000E-03   2.29969986E-01   1.57590647E-01
BEEF                    8   9.97669335E-06   1.04611381E-02   5.27819353E-03   2.00000000E-03   2.44655349E-01   1.68141358E-01
BEEF                    9   1.14725822E-05   1.14031067E-02   5.75610903E-03   2.00000000E-03   2.70269128E-01   1.90553163E-01
BEEF                   10   1.23144025E-05   1.17410074E-02   5.97773290E-03   2.00000000E-03   2.91948610E-01   2.04507230E-01
BEEF                   11   1.66919612E-05   1.46872727E-02   7.52865505E-03   1.00926133E-02   3.84464699E-01   2.72436140E-01
BEEF                   12   1.73566592E-05   1.55903624E-02   7.91165163E-03   1.00926133E-02   4.77505824E-01   3.39642523E-01
BEEF                   13   1.84242253E-05   1.65900534E-02   8.22610133E-03   1.00926133E-02   6.04026872E-01   4.23654422E-01
BEEF                   14   1.95301994E-05   1.69381565E-02   8.31537057E-03   1.00926133E-02   7.01298055E-01   4.80961365E-01
BEEF                   15   2.07308741E-05   1.69576674E-02   8.32482602E-03   1.00926133E-02   7.78164876E-01   5.27930260E-01
BEEF                   16   2.17419863E-05   1.65240133E-02   8.22786055E-03   1.00926133E-02   8.28241237E-01   5.52022069E-01
BEEF                   17   2.27141008E-05   1.66539888E-02   8.21912103E-03   1.00926133E-02   8.71297450E-01   5.77795221E-01
BEEF                   18   2.38062808E-05   1.69137631E-02   8.19236012E-03   1.00926133E-02   9.09060079E-01   6.05985346E-01
BEEF                   19   2.52460191E-05   1.76674840E-02   8.26205458E-03   1.00926133E-02   9.66339452E-01   6.52820590E-01
BEEF                   20   2.70228515E-05   1.83067164E-02   8.41979933E-03   1.00926133E-02   1.03926555E+00   7.11855590E-01
BEEF                   21   2.47588146E-05   1.26807779E-02   6.35125351E-03   9.95743703E-03   6.11308971E-01   4.33571996E-01
BEEF                   22   2.58969773E-05   1.32800475E-02   6.58530223E-03   9.95743703E-03   6.67202722E-01   4.70052916E-01
BEEF                   23   2.70501814E-05   1.40096768E-02   6.91066901E-03   9.95743703E-03   7.32487523E-01   5.07993882E-01
BEEF                   24   2.84153312E-05   1.50187251E-02   7.38550230E-03   9.95743703E-03   8.19219665E-01   5.59796357E-01
BEEF                   25   2.99574906E-05   1.63875106E-02   7.95731798E-03   9.95743703E-03   9.02976754E-01   6.12710015E-01
BEEF                   26   3.16207052E-05   1.83074216E-02   8.57085801E-03   9.95743703E-03   9.82710721E-01   6.64165654E-01
BEEF                   27   2.20667734E-05   1.44838296E-02   6.99570381E-03   1.09933453E-02   6.12396958E-01   3.98097806E-01
BEEF                   28   2.28124207E-05   1.54955804E-02   7.44368087E-03   1.09933453E-02   6.42333246E-01   4.19528970E-01
BEEF                   29   2.35804275E-05   1.62930774E-02   7.82785510E-03   1.09933453E-02   6.66151201E-01   4.37590934E-01
BEEF                   30   2.44217900E-05   1.69396310E-02   8.15654240E-03   1.09933453E-02   6.85991329E-01   4.54201671E-01
BEEF                   31   2.50956567E-05   1.73187637E-02   8.37136287E-03   1.09933453E-02   6.90748606E-01   4.64691266E-01
BEEF                   32   2.56509833E-05   1.73788108E-02   8.45026274E-03   1.09933453E-02   6.89379528E-01   4.72844768E-01
BEEF                   33   2.62333445E-05   1.72618957E-02   8.44647792E-03   1.09933453E-02   6.97135238E-01   4.84729953E-01
BEEF                   34   2.67929845E-05   1.73417981E-02   8.33763950E-03   1.09933453E-02   7.07118095E-01   4.98586221E-01
BEEF                   35   2.72468730E-05   1.76462076E-02   8.15252242E-03   1.09933453E-02   7.13052874E-01   5.04612546E-01
BEEF                   36   2.76057070E-05   1.78941504E-02   7.87841572E-03   1.09933453E-02   7.17885484E-01   5.05729488E-01
BEEF                   37   2.78934360E-05   1.82090484E-02   7.60783489E-03   1.09933453E-02   7.22938278E-01   5.02984789E-01
BEEF                   38   2.81961866E-05   1.86124987E-02   7.43181300E-03   1.09933453E-02   7.48599164E-01   5.03087261E-01
BEEF                   39   2.84241925E-05   1.89282306E-02   7.33473448E-03   1.09933453E-02   7.63136624E-01   5.01390869E-01
BEEF                   40   2.86426870E-05   1.91672704E-02   7.32469015E-03   1.09933453E-02   7.75449932E-01   4.98470171E-01
BEEF                   41   2.89011204E-05   1.91930250E-02   7.34672692E-03   1.09933453E-02   7.90300948E-01   5.00549259E-01
BEEF                   42   2.90021925E-05   1.89016078E-02   7.33386389E-03   1.09933453E-02   7.82395291E-01   4.90053475E-01
BEEF                   43   2.89764455E-05   1.82931614E-02   7.27762894E-03   1.09933453E-02   7.63527947E-01   4.71257816E-01
BEEF                   44   2.89108706E-05   1.74949978E-02   7.18207552E-03   1.09933453E-02   7.36258516E-01   4.49527438E-01
BEEF                   45   2.88282952E-05   1.67071784E-02   7.09035974E-03   1.09933453E-02   7.15156210E-01   4.31477010E-01
BEEF                   46   2.86799869E-05   1.59199614E-02   6.95503127E-03   1.09933453E-02   6.98550777E-01   4.16592195E-01
BEEF                   47   2.86011523E-05   1.52612851E-02   6.83604209E-03   1.09933453E-02   6.89418963E-01   4.07304411E-01
BEEF                   48   2.84030263E-05   1.45126959E-02   6.68071864E-03   1.09933453E-02   6.78445116E-01   3.99007722E-01
BEEF                   49   2.81540148E-05   1.37908413E-02   6.51433797E-03   1.09933453E-02   6.62882588E-01   3.88873716E-01
BEEF                   50   2.77914494E-05   1.30572362E-02   6.30875278E-03   1.09933453E-02   6.40448857E-01   3.76165064E-01
BEEF                   51   2.74789433E-05   1.28065754E-02   6.14553144E-03   1.09933453E-02   6.32068242E-01   3.70530026E-01
BEEF                   52   2.70692390E-05   1.27996441E-02   6.02656872E-03   1.09933453E-02   6.19934534E-01   3.64742134E-01
BEEF                   53   2.66023203E-05   1.28275984E-02   5.96401481E-03   1.09933453E-02   6.05647356E-01   3.59037777E-01
BEEF                   54   2.61922065E-05   1.29917226E-02   6.00653736E-03   1.09933453E-02   5.96816151E-01   3.57455393E-01
BEEF                   55   2.58024333E-05   1.31963234E-02   6.08358248E-03   1.09933453E-02   5.91971182E-01   3.55883255E-01
BEEF                   56   2.53917712E-05   1.33953026E-02   6.17649327E-03   1.09933453E-02   5.87812150E-01   3.54293778E-01
BEEF                   57   2.49765246E-05   1.38673275E-02   6.28844985E-03   1.09933453E-02   5.85849426E-01   3.53365976E-01
BEEF                   58   2.44626668E-05   1.40835153E-02   6.36868943E-03   1.09933453E-02   5.76981712E-01   3.45917145E-01
BEEF                   59   2.38614444E-05   1.40544333E-02   6.42976846E-03   1.09933453E-02   5.65116422E-01   3.34145589E-01
BEEF                   60   2.31954591E-05   1.37729852E-02   6.43283710E-03   1.09933453E-02   5.50184854E-01   3.19418470E-01
BEEF                   61   2.24873356E-05   1.34447085E-02   6.41652653E-03   1.09933453E-02   5.30871791E-01   3.04271148E-01
BEEF                   62   2.17483291E-05   1.31692579E-02   6.36392744E-03   1.09933453E-02   5.12141418E-01   2.90273139E-01
BEEF                   63   2.10480905E-05   1.29072422E-02   6.30211923E-03   1.09933453E-02   5.03873795E-01   2.84410715E-01
BEEF                   64   2.03686608E-05   1.25400491E-02   6.19900379E-03   1.09933453E-02   5.03880174E-01   2.86486524E-01
BEEF                   65   1.97198623E-05   1.21185691E-02   6.07280851E-03   1.09933453E-02   4.91788420E-01   2.85864038E-01
BEEF                   66   1.91162419E-05   1.17088031E-02   5.93080409E-03   1.09933453E-02   4.74865301E-01   2.84444234E-01
BEEF                   67   1.85261974E-05   1.11868699E-02   5.73223282E-03   1.09933453E-02   4.34756006E-01   2.69827336E-01
BEEF                   68   1.80209911E-05   1.09261640E-02   5.53050282E-03   1.09933453E-02   3.88684857E-01   2.51225523E-01
BEEF                   69   1.76059951E-05   1.07386757E-02   5.35060727E-03   1.09933453E-02   3.35605514E-01   2.29979738E-01
BEEF                   70   1.73250619E-05   1.05607050E-02   5.22462229E-03   1.09933453E-02   2.91202456E-01   2.13510888E-01
BEEF                   71   1.71426797E-05   1.04546833E-02   5.18799079E-03   1.09933453E-02   2.95402898E-01   2.10770623E-01
BEEF                   72   1.70240263E-05   1.04192033E-02   5.26646122E-03   1.09933453E-02   3.11733720E-01   2.24207278E-01
BEEF                   73   1.70457953E-05   1.11370001E-02   5.44799260E-03   1.09933453E-02   3.46515976E-01   2.52221370E-01
BEEF                   74   1.71875484E-05   1.20891649E-02   5.72740466E-03   1.09933453E-02   4.00399400E-01   2.86471359E-01
BEEF                   75   1.74649314E-05   1.30443370E-02   6.07242977E-03   1.09933453E-02   4.59948439E-01   3.27777384E-01
BEEF                   76   1.78307463E-05   1.39128290E-02   6.42395590E-03   1.09933453E-02   5.21082448E-01   3.65190428E-01
BEEF                   77   1.14519961E-05   9.99183158E-03   4.53885132E-03   1.13920036E-02   3.38805527E-01   2.45475848E-01
BEEF                   78   1.16970469E-05   1.02226827E-02   4.73055527E-03   1.13920036E-02   3.60879483E-01   2.59900169E-01
BEEF                   79   1.17777725E-05   1.01430141E-02   4.79075533E-03   1.13920036E-02   3.69886237E-01   2.62450593E-01
BEEF                   80   1.17197617E-05   9.80089747E-03   4.73357019E-03   1.13920036E-02   3.64996318E-01   2.54047584E-01
BEEF                   81   1.16058036E-05   9.21402629E-03   4.59007118E-03   1.13920036E-02   3.51548924E-01   2.37400666E-01
BEEF                   82   1.15080889E-05   8.56900405E-03   4.41494931E-03   1.13920036E-02   3.37574747E-01   2.21220817E-01
BEEF                   83   1.14444997E-05   8.64382752E-03   4.24010547E-03   1.13920036E-02   3.28789210E-01   2.10622743E-01
BEEF                   84   1.14297470E-05   8.83537538E-03   4.09116599E-03   1.13920036E-02   3.29504190E-01   2.09395673E-01
BEEF                   85   1.14524198E-05   9.08585546E-03   3.99038895E-03   1.13920036E-02   3.39973808E-01   2.19782406E-01
BEEF                   86   1.15158020E-05   9.31781725E-03   3.92401329E-03   1.13920036E-02   3.59237183E-01   2.37221961E-01
BEEF                   87   1.16432698E-05   9.52230497E-03   3.89656060E-03   1.13920036E-02   3.80204342E-01   2.58971371E-01
BEEF                   88   1.17710536E-05   9.58037012E-03   3.88813896E-03   1.13920036E-02   3.92167516E-01   2.75498146E-01
BEEF                   89   1.17977028E-05   9.30627085E-03   3.83820832E-03   1.13920036E-02   3.89345773E-01   2.79955334E-01
BEEF                   90   1.16079371E-05   8.71411669E-03   3.73552159E-03   1.13920036E-02   3.66144887E-01   2.65632630E-01
BEEF                   91   1.12554380E-05   8.02817148E-03   3.62540887E-03   1.13920036E-02   3.26477092E-01   2.35464951E-01
BEEF                   92   1.09488964E-05   7.42423323E-03   3.57770866E-03   1.13920036E-02   2.85377144E-01   2.02433752E-01
BEEF                   93   1.07440067E-05   7.04292631E-03   3.61221368E-03   1.13920036E-02   2.49060223E-01   1.73676330E-01
BEEF                   94   1.06513109E-05   7.78393322E-03   3.74634791E-03   1.13920036E-02   2.24151508E-01   1.58133667E-01
BEEF                   95   1.06516732E-05   8.64261191E-03   3.96657447E-03   1.13920036E-02   2.21857540E-01   1.65394559E-01
BEEF                   96   1.07841840E-05   9.49553753E-03   4.25299750E-03   1.13920036E-02   2.57303613E-01   1.97272387E-01
BEEF                   97   1.11553900E-05   1.01879743E-02   4.56300739E-03   1.13920036E-02   3.41741260E-01   2.48869153E-01
BEEF                   98   1.17828003E-05   1.06324779E-02   4.83760883E-03   1.13920036E-02   4.21540925E-01   3.02662142E-01
BEEF                   99   1.24407660E-05   1.07540089E-02   5.00958057E-03   1.13920036E-02   4.81395113E-01   3.44633006E-01
BEEF                  100   1.26174805E-05   1.08612629E-02   4.99524686E-03   1.13920036E-02   4.98341040E-01   3.57696356E-01
BEEF                  101   1.24975990E-05   1.08594051E-02   4.87663826E-03   1.13920036E-02   4.97884929E-01   3.55487167E-01
BEEF                  102   1.21412973E-05   1.06115505E-02   4.67573537E-03   1.13920036E-02   4.90635143E-01   3.40273492E-01
BEEF                  103   1.15867915E-05   1.00137203E-02   4.37442793E-03   1.13920036E-02   4.62761113E-01   3.05764545E-01
BEEF                  104   1.12244955E-05   9.37203653E-03   4.08321055E-03   1.13920036E-02   4.25109422E-01   2.65949899E-01
BEEF                  105   1.12370823E-05   8.74018920E-03   3.85418173E-03   1.13920036E-02   4.05303205E-01   2.39023643E-01
BEEF                  106   1.14868612E-05   8.19293663E-03   3.71354996E-03   1.13920036E-02   3.97677859E-01   2.27564224E-01
BEEF                  107   1.18392653E-05   7.75253571E-03   3.66803452E-03   1.13920036E-02   3.97308627E-01   2.29473446E-01
BEEF                  108   1.23120628E-05   7.75285010E-03   3.76219622E-03   1.13920036E-02   4.12061833E-01   2.44729020E-01
BEEF                  109   1.28824365E-05   8.24471036E-03   3.97733720E-03   1.13920036E-02   4.35965733E-01   2.68436376E-01
BEEF                  110   1.34077245E-05   8.89709656E-03   4.26484791E-03   1.13920036E-02   4.64133843E-01   2.92821376E-01
BEEF                  111   1.39678981E-05   9.67047100E-03   4.62730013E-03   1.13920036E-02   4.96166655E-01   3.18956046E-01
BEEF                  112   1.44343230E-05   1.03908021E-02   4.98427256E-03   1.13920036E-02   5.21375820E-01   3.37349281E-01
BEEF                  113   1.48014021E-05   1.09402720E-02   5.29175986E-03   1.13920036E-02   5.33398707E-01   3.47218628E-01
BEEF                  114   1.50482706E-05   1.14238311E-02   5.52684415E-03   1.13920036E-02   5.34426455E-01   3.50011396E-01
BEEF                  115   1.52830839E-05   1.16942035E-02   5.67353852E-03   1.13920036E-02   5.27650937E-01   3.45164430E-01
BEEF                  116   1.53332971E-05   1.16961625E-02   5.69403438E-03   1.13920036E-02   5.07744049E-01   3.29678841E-01
BEEF                  117   1.53957302E-05   1.16375678E-02   5.67560938E-03   1.13920036E-02   4.93129851E-01   3.17106292E-01
BEEF                  118   1.54916059E-05   1.16946986E-02   5.67395204E-03   1.13920036E-02   4.89502345E-01   3.13200242E-01
BEEF                  119   1.54666473E-05   1.17357877E-02   5.65719311E-03   1.13920036E-02   4.89030363E-01   3.13763886E-01
BEEF                  120   1.54668735E-05   1.17915391E-02   5.69783303E-03   1.13920036E-02   4.91709694E-01   3.20373654E-01
BEEF                  121   1.55417747E-05   1.23421265E-02   5.81546551E-03   1.13920036E-02   4.96628542E-01   3.31364825E-01
BEEF                  122   1.56456337E-05   1.30516939E-02   5.92901762E-03   1.13920036E-02   5.00302568E-01   3.41299525E-01
BEEF                  123   1.57100943E-05   1.36502872E-02   5.99869947E-03   1.13920036E-02   5.00481156E-01   3.48412749E-01
BEEF                  124   1.55441422E-05   1.40264672E-02   5.96664618E-03   1.13920036E-02   4.81928493E-01   3.43239883E-01
BEEF                  125   1.52594786E-05   1.42837669E-02   5.89412116E-03   1.13920036E-02   4.53430449E-01   3.31596523E-01
BEEF                  126   1.49441072E-05   1.45424195E-02   5.80321023E-03   1.13920036E-02   4.26411572E-01   3.16691144E-01
BEEF                  127   1.45928680E-05   1.48095625E-02   5.72341668E-03   1.13920036E-02   4.01942820E-01   2.96516416E-01
BEEF                  128   1.42511295E-05   1.51129012E-02   5.66568709E-03   1.13920036E-02   3.67062037E-01   2.69279283E-01
BEEF                  129   1.41038764E-05   1.56145871E-02   5.69892811E-03   1.13920036E-02   3.35430011E-01   2.43206171E-01
BEEF                  130   1.42083756E-05   1.63203316E-02   5.85444982E-03   1.13920036E-02   3.10643849E-01   2.26345615E-01
BEEF                  131   1.45070858E-05   1.69638350E-02   6.08054058E-03   1.13920036E-02   3.05751608E-01   2.26737964E-01
BEEF                  132   1.47970555E-05   1.74026260E-02   6.28910131E-03   1.13920036E-02   3.28745998E-01   2.40120880E-01
BEEF                  133   1.50972266E-05   1.75726694E-02   6.47250401E-03   1.13920036E-02   3.66799389E-01   2.66460764E-01
BEEF                  134   1.53794996E-05   1.74164837E-02   6.59854176E-03   1.13920036E-02   4.16308973E-01   3.02976721E-01
BEEF                  135   1.54093270E-05   1.65729395E-02   6.53066623E-03   1.13920036E-02   4.50241702E-01   3.26398478E-01
BEEF                  136   1.52534353E-05   1.52546182E-02   6.33407479E-03   1.13920036E-02   4.71919547E-01   3.38684171E-01
BEEF                  137   1.48033335E-05   1.33627279E-02   5.96373863E-03   1.13920036E-02   4.65377438E-01   3.26274021E-01
BEEF                  138   1.43694796E-05   1.14108991E-02   5.56856482E-03   1.13920036E-02   4.55075233E-01   3.06360051E-01
BEEF                  139   1.40502735E-05   1.12673520E-02   5.26845782E-03   1.13920036E-02   4.47138887E-01   2.90262992E-01
BEEF                  140   1.38013393E-05   1.14296078E-02   5.06097623E-03   1.13920036E-02   4.43170497E-01   2.79890546E-01
BEEF                  141   1.37272632E-05   1.16808699E-02   4.98741324E-03   1.13920036E-02   4.47726701E-01   2.80185212E-01
BEEF                  142   1.37062876E-05   1.19720994E-02   5.02055576E-03   1.13920036E-02   4.53984496E-01   2.89099285E-01
BEEF                  143   1.37417655E-05   1.23055648E-02   5.17041186E-03   1.13920036E-02   4.63533507E-01   3.08148578E-01
BEEF                  144   1.40135949E-05   1.26985055E-02   5.43834667E-03   1.13920036E-02   4.88754301E-01   3.40274993E-01
BEEF                  145   1.43518955E-05   1.30070902E-02   5.73600948E-03   1.13920036E-02   5.15238153E-01   3.70677979E-01
BEEF                  146   1.43302434E-05   1.28975403E-02   5.90463381E-03   1.13920036E-02   5.21160782E-01   3.79379782E-01
BEEF                  147   1.40468401E-05   1.34870878E-02   5.96481640E-03   1.13920036E-02   5.09769371E-01   3.72898610E-01
BEEF                  148   1.33301016E-05   1.38124740E-02   5.84037147E-03   1.13920036E-02   4.69336060E-01   3.40745714E-01
BEEF                  149   1.26131468E-05   1.37680009E-02   5.61739871E-03   1.13920036E-02   4.18039888E-01   2.99871401E-01
BEEF                  150   1.19351870E-05   1.34463155E-02   5.30571729E-03   1.13920036E-02   3.56383773E-01   2.52907080E-01
BEEF                  151   1.14240417E-05   1.29342247E-02   4.97201970E-03   1.13920036E-02   3.00401844E-01   2.12864923E-01
BEEF                  152   1.10208046E-05   1.22352692E-02   4.62833124E-03   1.13920036E-02   2.47471658E-01   1.78405942E-01
BEEF                  153   1.07218746E-05   1.13715129E-02   4.28374565E-03   1.13920036E-02   2.02569273E-01   1.51759397E-01
BEEF                  154   1.04913469E-05   1.02821555E-02   3.92566362E-03   1.13920036E-02   1.69745306E-01   1.34112587E-01
BEEF                  155   1.03363178E-05   8.96821953E-03   3.54927254E-03   1.13920036E-02   1.75575249E-01   1.34000969E-01
BEEF                  156   1.03193869E-05   7.64707179E-03   3.20938761E-03   1.13920036E-02   2.04287679E-01   1.51208783E-01
BEEF                  157   1.04331335E-05   6.58861785E-03   2.95472747E-03   1.13920036E-02   2.46404134E-01   1.75889443E-01
BEEF                  158   1.05471921E-05   5.75754136E-03   2.74613085E-03   1.13920036E-02   2.80704401E-01   1.93848723E-01
BEEF                  159   1.06183040E-05   5.81137903E-03   2.58837294E-03   1.13920036E-02   3.09117291E-01   2.06868863E-01
BEEF                  160   1.06527494E-05   5.67754660E-03   2.51965589E-03   1.13920036E-02   3.31644537E-01   2.15392222E-01
BEEF                  161   1.05881240E-05   5.39743640E-03   2.51127591E-03   1.13920036E-02   3.39499423E-01   2.14644986E-01
BEEF                  162   1.04921855E-05   5.14319832E-03   2.59577402E-03   1.13920036E-02   3.43223903E-01   2.09707758E-01
BEEF                  163   1.05197669E-05   5.78362082E-03   2.80548913E-03   1.13920036E-02   3.59628251E-01   2.09427890E-01
BEEF                  164   1.07217381E-05   6.59831060E-03   3.15154221E-03   1.13920036E-02   3.89194150E-01   2.16083862E-01
BEEF                  165   1.09637097E-05   7.59365688E-03   3.56466312E-03   1.13920036E-02   4.15672348E-01   2.25094651E-01
BEEF                  166   1.12910708E-05   8.53879779E-03   4.02855881E-03   1.13920036E-02   4.49403014E-01   2.41840196E-01
BEEF                  167   1.16146916E-05   9.30523209E-03   4.45520059E-03   1.13920036E-02   4.82890407E-01   2.62009669E-01
BEEF                  168   1.19648021E-05   9.78091112E-03   4.78669096E-03   1.13920036E-02   5.12360554E-01   2.80719526E-01
BEEF                  169   1.22958964E-05   1.00893725E-02   5.03738548E-03   1.13920036E-02   5.36076402E-01   2.97142378E-01
BEEF                  170   1.24249544E-05   1.01722325E-02   5.14574908E-03   1.13920036E-02   5.40043528E-01   3.02146575E-01
BEEF                  171   1.23337037E-05   1.01809058E-02   5.13752147E-03   1.13920036E-02   5.26875678E-01   2.98220155E-01
BEEF                  172   1.20947893E-05   9.91322631E-03   5.04441696E-03   1.13920036E-02   4.99299281E-01   2.86559735E-01
BEEF                  173   1.17887052E-05   9.45479138E-03   4.88212389E-03   1.13920036E-02   4.61104718E-01   2.68018867E-01
BEEF                  174   1.14521455E-05   8.98616472E-03   4.66474330E-03   1.13920036E-02   4.01613709E-01   2.38668990E-01
BEEF                  175   1.12902590E-05   8.71347971E-03   4.46557865E-03   1.13920036E-02   3.45085956E-01   2.13341862E-01
BEEF                  176   1.13428606E-05   8.76380390E-03   4.34491180E-03   1.13920036E-02   3.02543164E-01   1.97975104E-01
BEEF                  177   1.15288319E-05   8.82221095E-03   4.27238497E-03   1.13920036E-02   2.68073217E-01   1.89275238E-01
BEEF                  178   1.18592442E-05   9.11737672E-03   4.29794172E-03   1.13920036E-02   2.47613898E-01   1.89742934E-01
BEEF                  179   1.22537566E-05   9.48722359E-03   4.41157251E-03   1.13920036E-02   2.44216723E-01   1.96037871E-01
BEEF                  180   1.27215767E-05   9.90905478E-03   4.61820539E-03   1.13920036E-02   2.60332668E-01   2.04630181E-01
BEEF                  181   9.91926296E-06   7.67195920E-03   3.46369737E-03   1.13271018E-02   1.89567731E-01   1.52665277E-01
BEEF                  182   1.02090988E-05   9.42984913E-03   3.80117483E-03   1.13271018E-02   2.02679399E-01   1.59356446E-01
BEEF                  183   1.05335687E-05   1.14003789E-02   4.22144446E-03   1.13271018E-02   2.14660095E-01   1.65777755E-01
BEEF                  184   1.09091176E-05   1.34819147E-02   4.68846235E-03   1.13271018E-02   2.23769012E-01   1.71265475E-01
BEEF                  185   1.13311122E-05   1.53081206E-02   5.15065855E-03   1.13271018E-02   2.37141668E-01   1.80950595E-01
BEEF                  186   1.17205244E-05   1.66331258E-02   5.54034478E-03   1.13271018E-02   2.52601986E-01   1.92906754E-01
BEEF                  187   1.20352460E-05   1.75807849E-02   5.83534458E-03   1.13271018E-02   2.66018685E-01   2.04987230E-01
BEEF                  188   1.22191045E-05   1.79668376E-02   6.00024890E-03   1.13271018E-02   2.75020659E-01   2.15023495E-01
BEEF                  189   1.23073259E-05   1.77933483E-02   6.06923999E-03   1.13271018E-02   2.88394000E-01   2.24500877E-01
BEEF                  190   1.23359706E-05   1.71521507E-02   6.04517633E-03   1.13271018E-02   3.00741332E-01   2.32382562E-01
BEEF                  191   1.23650446E-05   1.63127822E-02   5.96693329E-03   1.13271018E-02   3.09927185E-01   2.37924347E-01
BEEF                  192   1.23656915E-05   1.52496649E-02   5.82720038E-03   1.13271018E-02   3.14573693E-01   2.38879456E-01
BEEF                  193   1.22864809E-05   1.39705347E-02   5.61074394E-03   1.13271018E-02   3.11720169E-01   2.34483977E-01
BEEF                  194   1.20987747E-05   1.25633435E-02   5.32650648E-03   1.13271018E-02   3.01669313E-01   2.24839767E-01
BEEF                  195   1.18633381E-05   1.11966518E-02   5.03113569E-03   1.13271018E-02   2.90232007E-01   2.14088392E-01
BEEF                  196   1.16010388E-05   1.04610459E-02   4.72547193E-03   1.13271018E-02   2.77440312E-01   2.02492510E-01
BEEF                  197   1.13730736E-05   9.83438310E-03   4.46945708E-03   1.13271018E-02   2.64913968E-01   1.91959945E-01
BEEF                  198   1.11616920E-05   9.23186559E-03   4.25897917E-03   1.13271018E-02   2.49318647E-01   1.81197450E-01
BEEF                  199   1.09859961E-05   8.92441618E-03   4.12769392E-03   1.13271018E-02   2.36493685E-01   1.73364114E-01
BEEF                  200   1.08241316E-05   8.99979293E-03   4.05093147E-03   1.13271018E-02   2.23679119E-01   1.67011767E-01
BEEF                  201   1.06639665E-05   9.28804891E-03   4.00459951E-03   1.13271018E-02   2.10580221E-01   1.61809251E-01
BEEF                  202   1.05015203E-05   9.39647844E-03   3.95177396E-03   1.13271018E-02   1.96172151E-01   1.57020416E-01
BEEF                  203   1.03599763E-05   9.50366009E-03   3.91662134E-03   1.13271018E-02   1.90225071E-01   1.53101746E-01
BEEF                  204   1.02037555E-05   9.58686407E-03   3.84722325E-03   1.13271018E-02   1.86896941E-01   1.47890156E-01
BEEF                  205   1.00544513E-05   9.52599681E-03   3.75347087E-03   1.13271018E-02   1.82299693E-01   1.41823136E-01
BEEF                  206   9.93260882E-06   9.38272981E-03   3.66948816E-03   1.13271018E-02   1.78438302E-01   1.36313127E-01
BEEF                  207   9.85838915E-06   9.21674910E-03   3.61229134E-03   1.13271018E-02   1.74682544E-01   1.32133427E-01
BEEF                  208   9.82694131E-06   9.04287556E-03   3.60235154E-03   1.13271018E-02   1.73481503E-01   1.30249147E-01
BEEF                  209   9.81763024E-06   8.90290444E-03   3.65033052E-03   1.13271018E-02   1.74641382E-01   1.31597529E-01
BEEF                  210   9.83833376E-06   8.77560328E-03   3.73537548E-03   1.13271018E-02   1.78879397E-01   1.36599558E-01
BEEF                  211   9.86484296E-06   8.67947745E-03   3.82560325E-03   1.13271018E-02   1.87313716E-01   1.43656965E-01
BEEF                  212   9.89851455E-06   8.64856172E-03   3.91668852E-03   1.13271018E-02   2.00937318E-01   1.51557896E-01
BEEF                  213   9.93748160E-06   8.66296084E-03   3.98671628E-03   1.13271018E-02   2.12149520E-01   1.59480515E-01
BEEF                  214   9.97787570E-06   8.72650375E-03   4.03366971E-03   1.13271018E-02   2.23963222E-01   1.67227900E-01
BEEF                  215   1.00057574E-05   8.73594958E-03   4.04505188E-03   1.13271018E-02   2.35904934E-01   1.73751651E-01
BEEF                  216   9.97474569E-06   8.63231336E-03   4.00546002E-03   1.13271018E-02   2.46154517E-01   1.77469823E-01
BEEF                  217   9.88277754E-06   8.38545186E-03   3.90999519E-03   1.13271018E-02   2.56732443E-01   1.79181521E-01
BEEF                  218   9.69544476E-06   7.92558594E-03   3.74703740E-03   1.13271018E-02   2.55679290E-01   1.74986200E-01
BEEF                  219   9.47978787E-06   7.59888300E-03   3.53303425E-03   1.13271018E-02   2.50766387E-01   1.68306973E-01
